GeneID	Em10	Em12	Em14	Em16	Em18	Em20	Em22	Em24	Em26	Em28	Em30	Em32	Em34	Em36	Em38	En6	En8	En10	En12	En14	En16	En18	En20	En22	En24	En26	En28	En30	En32	En34	En36	En38	S0	S2	S3	S4	S6	S8	S10	S12	S14	S16	S18	S20	S22	S24	S26	S28	S30	S32	S34	S36	S38	Shoots	Roots	Leaf_1	Leaf_2	Leaf_3	Leaf_4	Leaf_5	Leaf_6	Leaf_7	SAM_1	SAM_2	SAM_3	Ear_1	Ear_2	Tassel_1	Tassel_2	Tassel_3	Tassel_4	Tassel_5	Cob_1	Cob_2	Silk	Anthers	Ovule	Pollen
GRMZM2G128114	27.25	38.64	51.42	114.43	230.12	333.94	324.06	374.25	380.07	312.74	540.94	617.57	416.45	456.32	380.95	8.37	7.12	6.95	3.25	1.73	6.77	5.49	2.06	8.58	10.63	5.25	23.05	21.8	81.01	136.7	122.15	266.14	12.46	16.92	15.34	18.89	13.46	8.5	9.03	5.42	5.33	12.8	21.68	42.36	74.27	59.4	89.98	163.57	254.51	366.52	323.99	307.45	245.99	6.12	9.85	2.82	3.34	1.83	2.13	4.71	4.65	4.25	10.09	11.54	1.39	6.76	2.63	7.84	7.04	4.35	11.29	10.23	5.74	6.49	2.35	3.35	8.36	0.17
GRMZM2G138693	0.22	0	0	0.76	3.33	8.07	12.73	21.31	18.76	17.6	20.53	24.51	27.8	13.89	27.53	0	0	0	0	0.02	0.07	0	0	0.16	0.25	0.27	1.83	0.39	0.05	0.46	0.15	1.06	0.88	0.1	0	0	0	0	0	0	0	0	0.12	0.99	0.73	1.26	1.25	4.34	7.93	12.57	9.87	5.81	7.82	0.08	0.04	0	0	0.05	0	0	0.05	0	0	0	0.13	0.13	0	0	0	0.11	4.7	1.1	0	0.15	0.07	0	0.05	0
GRMZM2G143955	318.54	346.34	381.45	372.16	318.22	352.02	473.46	657.57	573.34	486.87	946.13	1370.74	1023.26	931.01	974.58	60.11	65.55	50.81	39.1	22.2	32.61	28.34	22.53	25.67	29.88	25	68.46	43.37	114.6	172.46	189.35	410.44	20.83	23.88	21.56	26.81	30.1	54.7	59.32	51.64	41.28	61.63	75.88	79.99	104.04	110.55	132.45	324.53	704.1	902.31	867.27	762.92	774.31	12.86	16.44	34.45	26.46	15.4	9.27	8.79	31.71	31.94	20.85	16.97	3.66	20.17	9.1	15.82	15.17	8.1	17.34	14.17	14.4	17.09	26.48	3.57	14.63	1.07
GRMZM2G145085	1.14	3.3	2.3	4.22	6.59	7.68	10.63	9.87	7.82	7.88	10.46	12.62	13.08	10.19	9.36	4.9	2.39	0.93	0.16	0.22	0.41	0.63	0.64	0.91	0.65	0.31	0.22	0.61	0.87	1.27	0.07	0.8	2.36	2.19	2.71	3.27	1.61	2.17	1.66	0.9	0.96	2.49	1.66	2.44	2.78	2.05	2.22	3.16	3.32	7.13	5.89	4.91	4.82	0.64	0.98	0.21	0.81	0.95	1.65	0.62	0.96	0.93	0.76	0.43	0.53	0.97	0.49	2.55	2.44	2.28	0.79	0.74	0.55	0.89	0.26	0.81	0.96	0.16
GRMZM2G148147	20.86	26.37	29.27	35.75	45.6	39.61	63.55	72.44	110.07	93.05	102.61	97.21	105.09	130.63	122.5	1.37	1.77	7.33	6.6	7.51	4.96	8.29	6.16	6.89	8.42	7.88	21.75	9.43	19.56	24.82	40.03	61.45	43.26	40.75	41.78	44.08	29.44	14.84	9.18	17.64	8.36	12.03	12.65	13.55	17.06	14.02	23.34	33.41	74.8	96.86	89.48	102.46	91.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0
GRMZM2G154532	25.32	42.47	61.96	78.78	93.67	134.32	146.15	146.71	129.62	134.06	156.3	164.34	191.93	188.5	182.44	20.5	15.08	9.79	4.94	3.65	7.37	8.72	6.87	7.3	9.08	6.32	19.39	14.32	33.73	59.29	60.12	123.01	68.59	62.02	57.82	90.02	48.29	33.99	24.16	16.25	13.74	18.29	21.1	28.83	32.55	26.97	32.92	73.39	118.13	151.75	158.12	181.2	138.68	14.19	8.92	5.54	8.82	23.08	25.46	13.56	9.29	7.51	14.08	13.42	5.19	21.66	9.56	17.39	15.62	10.44	38.18	41.58	20.24	20.56	42.37	37.48	25.05	28.89
GRMZM2G303501	0.15	0	0.77	1.53	1.66	1.63	1.21	2.18	0.62	1.09	2.33	1.4	3.83	1.04	1.63	0	0	0	0	0	0	0	0	0	0.06	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0	0.18	0.08	0	0.08	0.44	0	1.41	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G314273	0	0	0	0.31	0.46	1.11	2.25	5.45	5.87	4.39	2.71	8.06	7.45	4.46	3.28	0	0	0	0.08	0.18	0.33	0.24	0	0.16	0.25	0	0	0.07	0.07	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0.44	0.81	0.7	0.89	6.71	6.35	8.24	5.91	2.61	0	0	0	0	0	0	0	0	0	0	0	0.58	0	0	0	0	0	0	0.22	0	0	0	0.15	0	0.15
GRMZM2G346132	13.07	19.18	22.38	16.85	23.08	22.29	36.3	53.35	52.71	42.9	65.37	62.23	53.74	49.37	48.92	22.01	26.3	4.94	2	2.74	3.83	3.55	3.69	3.06	3.06	2.56	5.77	6.91	14.89	23.08	16.51	23.31	14.11	11.07	8.46	7.28	8.81	13.14	6.34	6.6	5.03	8.1	7.53	7.28	15.55	8.89	15.62	29.88	31.47	43.35	45.89	31.68	28.48	1.81	1.1	2.53	4.48	4.79	4.54	2.4	7.14	6.53	6.11	5.66	0.75	3.75	2.4	3.31	3.16	3	7.72	6.69	4.09	3.81	2.92	2.97	5.97	0.93
GRMZM2G351599	1.29	1.52	1.65	1.67	3.58	1.74	1.99	3.35	2.02	3.45	2.98	3.58	2.56	3.02	2.92	1.59	0.77	0.96	0.54	0.33	0.38	0.33	0.42	0.39	0.29	0.4	0.69	0.4	0.44	1	1.62	1.12	4.52	1.78	1.71	2.14	1.42	1.46	0.78	0.69	0.78	0.89	0.55	0.74	1.17	0.53	0.8	0.84	1.22	2.5	3.02	2.74	2.57	0.06	0.07	0	0	0	0	0	0	0	0	0	1.08	0	0	0	0	0	0	0	0.03	0	0	0	0	0
GRMZM2G352858	0.15	0	0.08	0.68	0.51	1.92	3.62	3.49	2.61	4.98	5.94	7.17	3.15	1.67	3.1	0	0	0	0.03	0	0.1	0	0	0	0.13	0	0.23	0	0	0.18	0	0.14	0.14	0.48	0	0.27	0.07	0	0.08	0	0.07	0	0.02	0.16	0	0.33	0.34	1.48	1.7	1.04	2.55	1.89	0.66	0.1	0.37	0	0	0.17	0.33	0.27	0	0	0	0.05	0.17	0	0	0	0	0	0.09	0.05	0	0	0.05	0	0.03	0
GRMZM2G357399	26.36	47.38	36.84	41.3	43.35	53.85	71.86	67.42	78.23	86.25	122.58	158.33	126.64	121.75	111.86	29.19	34.11	29.09	19.06	12.89	12.68	14.29	15.76	12.11	14.28	14.1	24.08	19.75	44.88	62.27	41.24	79.62	29.61	43.22	41.59	49.04	53.44	52.32	40.01	33.42	28.63	40.09	29.73	29.34	39.66	24.72	41.58	57.81	92.41	103.67	100.08	111.86	72.36	4.86	7.99	15.37	8.74	4.45	5.75	7.35	15.97	16.47	14.89	12.91	5.7	13.64	3.57	11	13.69	7.36	21.78	17.4	8.75	8.93	15.54	6.04	13.52	1.13
GRMZM2G358051	3.23	2.61	5.01	16.97	30.8	62.22	63.83	67.01	99.28	103.5	86.87	99.91	105.54	150.56	160.06	0.39	0.56	0.57	0.47	0.8	0.91	1.29	1.46	2.08	2.36	2.54	11.3	6.43	23.01	33.95	57.69	92.1	2.85	1.52	1.83	1.9	0.96	0.49	0.71	0.99	1	1.74	3.4	7.68	10.25	11.16	14.72	38.11	89.92	88.01	110.12	79.81	98.05	0.91	0.88	0.88	0.94	0.81	1.4	2.27	1.94	1.86	1.85	1.82	0.86	4.13	2.85	2.89	2.8	2.31	4.76	3.98	7.7	5.08	7.36	0.6	2.69	0.12
GRMZM2G364839	0	0	0	0.73	1.24	4.32	7.53	6.17	13.55	5.82	6.14	6.04	3.15	8.94	9.09	0.24	0.36	0	0	0	0.07	0	0	0	0	0	0.84	0.79	0	0	0.3	0.33	1.06	0	0	0	0	0	0.25	0	0.15	0.42	0.36	0.28	1.2	0.96	1.74	1.43	3.66	2.15	1.76	3.64	5.68	0.16	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G459828	0.67	9.67	10.32	7.59	16.83	30	34.52	37.83	74.71	41.29	75.49	87.53	38.73	35.37	75.6	6.84	6.09	15.42	7.47	11.96	8.87	9.78	7.94	8.92	10.07	10.71	6.9	12.1	18.73	36.61	9.39	52.69	3.02	55.63	45.68	21.33	18.28	10.92	34.23	10.3	19.35	25.54	14.04	16.37	12.36	15.39	19.23	35.62	20.59	16.9	22	37.14	51.01	0.01	0	0.24	0	0	0	0	0	0	0.13	0.06	0.4	0	0.05	0	0.02	0	0	0	0	0	0	0	0.01	0.02
GRMZM2G479270	0.09	0	0.15	0.36	1.68	2.91	5.75	7.29	7.44	7.07	8.02	9.34	8.43	5.97	6.22	0	0	0.08	0.1	0.14	0.04	0.07	0.12	0.09	0.25	0	0	0.14	0.25	0.52	1.29	0.65	0	0.08	0	0.1	0.04	0.18	0.15	0	0.2	0.07	0.23	0.33	0.58	1.26	1.38	2.68	3.85	6.29	5.53	5.29	5.32	0.21	0.06	0.03	0	0.02	0.08	0.03	0.04	0	0.05	0	0	0	0	0	0	0.07	0.19	0.29	0.03	0.03	0.06	0	0.05	0.06
GRMZM2G575305	4.9	0.99	5.81	30.04	71.59	112.33	162.16	266.55	248.56	248.12	375.32	539.62	336.1	615.16	446.31	0.15	0	0.18	0	0.19	1.76	1.1	0.58	2.93	4.69	5.26	23.96	16.18	93.62	142.2	201.92	246.47	0	0.79	0.4	0	0	0	0.48	0.75	0.03	1.38	5.07	11.11	15.87	19.74	31.49	150.55	381.81	451.04	425.89	515.72	428.91	0.05	0.05	0	0	0	0	0	0.57	0.37	0.22	0	0.5	0	0	0	0.07	0	0.09	0	0.58	0.1	0.28	0	0.06	0
GRMZM2G701188	0	0	0	0	0	0	0.59	1.05	0.32	1.67	0.38	1.19	1.32	0.85	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	1.03	1.15	2.11	1.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.63	0	0	0	0	0
GRMZM5G843216	1.46	1.66	7.86	22.34	44.41	86.31	64.02	67.05	75.74	74.76	103.24	119.57	103.98	82.28	116.64	0	0	0	0	0	0.62	0.2	0.07	0.45	0.66	0.56	4.22	0.89	2.48	3.96	6.01	14.88	0.68	0	0	0.28	0	0.06	0	0.07	0.34	1.06	2.62	6.02	8.25	7.5	9.28	19.68	51.81	96.39	94.7	69.03	86.99	0.03	0.16	0.05	0	0	0	0	0.04	0	0	0.05	0	0.05	0.04	0	0.04	0.08	0	0	0.05	0	0	0	0	0
GRMZM5G866121	0.32	0	1.26	2.78	19.47	19.99	29.88	47.65	32.56	26.72	55.28	48.95	41.96	47.72	50.05	0.08	0	0.31	0	0	0.62	0.3	0	0.39	0.69	1.37	0.78	0.5	1.38	3.04	5.42	6.83	0.15	0.29	0.23	0.13	0	0	0.09	0.14	0	1.08	0.79	3.45	3.07	5	8.32	12.67	31.87	56.9	72.58	62.97	70.1	0	0	0	0	0.07	0.41	0.23	0.08	0.41	0	0	0.74	0	0.08	0	0	0	0	0.21	0.11	0	0.1	0	0	0
GRMZM2G366434	6.4	3.75	4.4	5.99	6.91	6.22	5.5	7.43	5.61	4.51	6.18	4.04	6.98	7.76	8.12	0.19	0.03	0.02	0	0	0.04	0	0	0.03	0.07	0	0.12	0.12	0	0	0	0.05	0	0	0	0	0	0.08	0.04	0.08	0.13	0.36	0.31	0.67	0.55	1.09	1.18	2.22	7.06	7.63	7.68	6.75	15.79	0.16	3.11	0	0	0	0	0	0	0	0.03	0	0.11	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0
AC193353.3_FG002	0.13	0	0.05	0.29	0	0	0.9	0.27	1.04	1.19	1.52	2.56	3.97	9.26	5.68	0	0	0	0	0	0	0	0	0	0.02	0	0.22	0	0.22	0.8	2.62	4.68	0	0.04	0.06	0	0.04	0.11	0	0	0	0	0.03	0	0.24	0	0.02	1.08	2.73	5.12	5.6	6.63	7.96	0.06	0	0	0	0	0	0	0.27	0.14	0.14	0	0	0.16	0.14	0.19	0.09	0.14	0.11	0	0	0.06	0	0.04	0.11	0
AC217358.3_FG011	51.38	54.3	59.91	54.21	74.41	71.17	70.38	91.95	82.27	76.85	93.98	96.08	95.15	128	133.75	63.97	73.51	58.88	55.77	63.09	64.18	84.43	61.99	54.04	53.57	53.45	55.72	57.26	62.1	64.57	54.34	53.66	67.48	56.82	58.49	56.53	70.05	64.03	69	66.81	57.15	81.14	73.25	68.88	88.01	57.11	65.72	65.75	65.95	87.36	89.83	103.2	105.81	13.78	11.33	11.1	8.73	8.35	11.23	13.68	28.72	26.74	26.34	28.67	8.18	24.81	19.07	24.81	24.84	21.5	31.38	28.69	25.25	20.05	25.63	27.49	21.26	14.7
AC232238.2_FG005	0.64	1.96	1.22	2.07	0.5	0.45	6.38	17.79	25	4.65	8.35	5.38	5.6	47.16	12.31	0	0	0	0.08	0.14	0.12	0	0.24	0.26	0	1.55	0.67	1.83	2.16	4.96	6.51	9.57	0	0	0	0	0	0	0	0.08	0.17	0.45	0.12	0.06	2.4	2.34	1.84	4.91	19.54	6.19	14.87	11.64	28.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0.19	0	0	0	0	0	0	0	0	0
GRMZM2G001444	25.12	39.82	27.55	36.15	38.58	36.16	38.18	39.73	41.2	31.98	55.63	57.51	60.73	80.7	79.13	22.76	36.38	31.07	21.52	19.77	27.32	25.23	23.11	17.29	16.18	11.93	14.53	18.26	18.23	20.17	12.64	29.7	52.34	41.91	39.59	52.71	42.65	35.98	35.67	31.34	21.76	32.7	28.85	25.86	24.75	19.19	24.29	25.17	25.38	40.66	30.34	43.48	40.72	5.25	4.37	4.7	4.11	2.82	4.17	4.99	11.63	11.49	16.47	16.87	4.2	14.18	7.53	14.02	14.16	8.82	13.22	11.65	13.37	9.91	9.81	8.22	11.37	2.71
GRMZM2G046733	0.1	0.2	0.17	0	1.13	0	1.28	0.47	0.85	0.48	0.84	1.69	1.56	4.4	8.08	0	0	0	0	0	0	0	0.09	0	0.15	0.76	0.7	0	0.98	0.8	4.06	3.97	0	0	0	0.5	0	0.17	0	0.18	0	0.13	0.04	0	0.48	0.12	0.19	5.5	19	6.42	1.54	3.06	2.76	0.11	0.99	0	0.26	0.38	0.13	0.22	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0.09	0	0
GRMZM2G080048	87.92	75.53	88.23	82.74	109.25	95.59	102.73	104.36	110.91	108.16	145	197.85	211.83	254.9	285.97	172.56	163.81	112.34	89.52	65.41	68.4	79.06	65.37	47.58	52.59	34.14	56.18	54.68	57.31	66.05	52.94	110.75	94.69	94.48	81.22	85.16	102.1	134.7	129.02	85.52	61.82	94.83	82.77	71.57	85.46	51.11	68.13	81.34	109.9	186.76	140.55	163.98	197.34	29.82	31.71	31.72	29.43	18.83	24.1	24.11	45.19	48.54	64.83	59.77	46.3	48.12	18.73	57.38	56.41	34.51	55.91	58.14	27.7	30.79	24.04	55.77	32.64	62.97
GRMZM2G087556	0	0	0	0.56	0	0	1.09	6.02	2.26	1.07	5.61	3.02	6.84	15.81	17.72	0	0	0	0.08	0	0.11	0.06	0	0	0	0.42	0.85	0.2	0.29	0.83	3.46	2.58	0	0.08	0	0.21	0	0.14	0.19	0.83	0.3	0.17	0.78	0.24	2.07	0.14	0.36	2.68	3.57	9.28	7.85	8.36	11.09	0.18	0	0	0	0.16	0.78	0.12	0	0	0.36	0.32	0.4	0	0	0	0	0	0.11	0	0	0	0	0	0	0
GRMZM2G097340	0	0	0.06	0.24	0.4	0.14	0.16	0	0.87	0.59	1.14	1.27	2.57	1.38	2.97	0	0	0	0	0	0	0	0	0	0.01	0	0	0.13	0.33	0.1	0.73	0.44	0	0	0	0	0	0	0	0.1	0	0.01	0.04	0.17	0	0.08	0	0.08	0.93	0.93	2.5	0.86	2.83	0.04	8.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G101605	1.67	0	0	10.67	0	0	1.48	0.63	0.38	1	2.02	8.87	148.28	479.14	604.44	0	0.98	3.87	1.59	1.78	3.05	3.02	2.92	1.75	0.72	2.2	1.36	1.94	11.06	26.51	207.28	251.76	0.26	0.06	0	0.06	0.38	0.17	0.62	1.57	0.84	2.22	0.64	0.71	0	0.05	0.25	2.48	84.4	42.71	114.46	87.57	809.32	0	0.2	0	0	0	0.09	0.1	0	0.21	0	0	0.16	0.25	0.07	0	0.07	0	0.09	0	0.28	0	0.9	0.13	0	0
GRMZM2G127087	1.01	2.57	1.11	0.96	0.82	1.23	0.87	1.21	1.24	0.43	2.35	3.31	2.51	46.99	5.77	0.11	0.13	0	0.1	0	0	0	0	0	0.18	4.86	0.12	0.05	0.56	2.51	2.54	14.33	0	0.07	0	0	0.07	0.2	0	0.24	0.11	0.78	1.12	0.49	0.21	1.08	6.18	5.34	7.21	160.44	15.93	129.32	212.93	0.07	1.49	0	0	0	0	0.09	0	0	0	0	1.35	0	0	0	0	0	0.23	0.32	0.03	1.11	0	0.04	0.03	0.04
GRMZM2G138407	46.87	51.43	65.08	62.34	41.61	59.98	67.99	50.7	73.68	77.39	85.13	104.47	125.64	161.24	162.79	51.51	57.91	65.69	41.93	27.19	25.95	22.96	32.42	23.66	22.46	15.84	19.94	14.32	18.83	22.75	44.31	89.03	45.61	44.28	34.64	38.63	41.29	55.81	62.71	61.88	43.37	49.92	36.32	39.61	34.07	26.77	32.85	31.08	58.11	87.44	74.07	59.7	107.68	16.82	19.14	23.76	11.69	3.85	6.51	6.11	19.24	19.93	29.86	19.81	6.98	19.77	10.53	15.38	16.35	10	40.3	36.06	17.08	18.5	17.63	24.71	31.64	18.23
GRMZM2G139822	41.13	51.16	75.09	56.73	50.91	67.75	60.27	79.94	71.56	57.62	91.91	108.01	97	153.07	136.54	12.45	13.73	13.35	13.49	11.14	17	16.83	14.29	11.95	12.73	10.13	13.64	12.61	18.35	31.52	46.37	79.16	90.59	57.52	53.36	55.38	50.57	28.9	21.69	19.19	18.19	23.85	25.12	24.4	22.4	23.07	26.2	39.1	58.67	120.01	95.37	110.16	143.02	22.75	25.39	15.7	18.22	15.5	16.91	15.67	22.05	20.63	31.04	28.96	3.9	26.62	19.03	23.66	25.73	19.91	19.72	17.44	30	25.21	38.85	19.28	35.7	13.84
GRMZM2G147961	18.45	19.32	26.13	21.22	24.54	32.41	25.17	29.36	29.87	23.19	31.29	34.36	37.2	42.08	38.63	11.35	15.64	13.47	9.44	8.11	8.76	8.29	7.63	5.81	6.93	5.33	7.43	7.19	10	13.84	14.8	24.44	27	29.87	26.41	32.14	29.35	23.88	16.23	14.42	11.92	14.78	14.53	11.96	14.34	11.68	13.3	17.86	21.92	28.14	27.11	33.46	31.37	4.72	3.46	2.18	6.6	6.44	5.48	9.13	6.1	5.64	8.31	7.95	2.73	7.13	4.65	8.26	8.73	7.48	11.61	9.48	8.4	8.54	11.22	5.56	9.86	3.5
GRMZM2G149326	0.28	0	0	0.03	0.1	0	0.07	0	0.46	0.35	0.26	0.33	1.17	2.25	2.04	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.18	0.95	1.05	0.07	0.07	0.11	0	0	0	0	0	0	0	0.05	0	0	0.03	0	0.18	0.96	1.16	1.75	1.37	4.1	0.31	0	0.03	0.03	0	0.02	0.08	0.11	0.15	0	0.02	0.04	0.02	0.06	0	0	0	0.12	0.13	0.03	0.08	0	0	0.05	0
GRMZM2G161521	1.43	1.76	1.07	2.51	0.65	1.58	10.5	9.98	26.08	30.62	37.46	46.86	109.51	96.6	101.25	0	0	0.04	0	0	0.04	0.04	0	0.58	0.31	4.37	4.75	1.62	4.01	6.67	9.19	11.44	0	0.16	0	0	0	0.05	0	0	0.11	0	0.27	0.31	4.33	0.78	4.47	24.37	84.47	66.84	83.83	61.74	69.82	0.16	2.52	0	0	0	0	0	0	0	0	0	0	0.07	0.06	0.06	0	0.12	0	0.08	0	0.16	1.32	0	0.1	0
GRMZM2G164486	0	0	0.36	0.43	3.47	5.51	6.99	10.51	4.13	3.73	11.89	24.93	13.67	31.6	17.94	0	0	0	0	0	0	0.17	0	0.15	0.36	0	0	0	0.26	1.7	0.21	4.1	0.29	0	0	0	0	0	0	0	0	0.08	1.44	1.12	0	0.32	0.99	3.52	11.25	37.91	10.63	17.59	26.92	0	0	0	0	0	0	0	0.31	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G169535	7.71	0	0	31.33	0.21	0	10.27	18.51	71.24	127.55	194.57	294.97	577.28	1522.04	852.94	0	0.12	0	0	0	0.2	0.08	0.76	0.23	0.26	13.65	102.61	65.04	251.61	255.17	734.21	796.53	0	0.14	0.11	0.25	0.07	0	0	0	0	0.04	0.59	0.8	4.83	5.73	8.13	147.35	594.22	498.89	431.18	430.49	831.23	0.05	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	1.42	0	0	0
GRMZM2G171707	13.78	27.31	42.65	54.8	57.23	74.95	70.79	85.7	87.74	75.3	131.36	150.54	137.61	248.05	181.58	1.74	2.49	2.16	0.76	1.02	1.64	1.47	2.12	3.14	5.22	4.09	16.15	10.06	41.89	54.81	105.37	146.01	0.55	0.36	0.17	0.09	0.21	0.86	2.27	1.95	2.29	3.9	5.94	11.9	14.39	15.21	20.72	77.27	123.19	167.24	139.79	211.72	150.5	0.09	1.22	0.19	0.02	0	0.02	0.02	0.11	0.09	1.69	1.97	0.11	1.7	0.78	1.14	1.21	0.72	0.09	0.13	3.13	0.86	0.51	0.03	0.49	0
GRMZM2G174441	1.38	1.26	0.26	2.43	3.14	1.14	11.44	6.99	26.03	11.05	17.89	30.75	36.72	79.72	79.85	0.24	0.29	0	0.06	0.03	0.3	0.23	0	0.45	0.7	0.67	1.74	1.39	4.48	6.87	20.49	32.7	1.36	1.52	2.07	0.88	0.08	0.6	0.2	0.28	0.12	0.39	0.35	1.03	2.91	1.63	1.6	7.36	22.86	64.58	32.63	32.26	55.7	0.06	0	0.06	0.69	0	0	0.2	0.36	0.28	0.05	0.06	0	0.33	0.09	0.14	0.05	0.09	0	0	0.25	0.12	0.06	0	0.08	0
GRMZM2G305238	0	0	0	0.12	0	0	0	0	0.19	0.17	0.5	0.52	1.2	1.28	2.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.36	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.68	0.9	2.42	0.76	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G339117	0.26	0	0	0.06	0	0.33	0.5	1	2.35	0.27	1.39	2.77	3.66	6.41	4.32	0	0	0	0	0	0	0	0	0	0	0	0.57	0	0.27	0.79	1.23	3.68	3.01	2.06	3.16	2.42	0	0	0	0.23	0	0	0.09	0	0	0.27	0.07	0.64	3.81	1.96	4.77	2.85	6.46	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0
GRMZM2G360494	3.31	1.96	3.07	2.57	0.97	2.88	2.75	2.84	2.24	2.58	3.64	4.21	4.23	4.71	5.62	1.28	2.06	2.34	2.49	2.21	3.51	2.47	1.78	1.93	2.84	1.56	3.09	1.6	1.98	3	1.42	1.09	2.71	2.41	2.75	3.04	2.02	1.28	2.6	2.22	2.18	1.89	2.45	2.51	0.94	1.8	1.61	3.02	2.4	3.56	3.25	4.73	2.25	0.02	0.03	0	0.06	0	0	0	0.18	0.11	0.11	0.04	0	0.17	0.14	0.19	0.22	0.11	0.09	0	0.05	0.05	0	0.03	0.06	0
GRMZM2G453494	0	0	0	0	0	0.3	0.42	0.41	1.25	0.28	1.98	2.65	4.7	1.37	4.31	0	0	0	0	0.03	0	0	0	0	0	0	0.11	0.07	0.07	0.11	0	0	0	0	0	0	0	0	0	0.04	0	0	0.04	0.06	0.72	0.07	0.28	0.4	0.66	0.45	3.7	0.28	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G464212	0	0	0.11	0.09	0	0	0.08	0	0	0	0.08	0.29	0	2.1	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0.07	0.15	0	0	0	0.26	0.26	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0
GRMZM2G483598	0.37	0	0.17	0.71	0.41	0.37	6.19	2.24	3.52	5.03	4.12	13.15	21.13	50.87	56.95	0.16	0	1.1	0.32	0.42	0.14	0.79	0.5	0.65	0.57	0.73	0.73	1.53	6.26	10.4	21.01	29.2	0.42	0.51	0.21	0.32	0	0.24	0.87	0.84	0.86	0.89	0.76	0.81	3	0.56	0.87	3.99	14	29.03	28.28	17.72	79.1	7.23	0.05	0.16	2.55	0.27	0.05	0.48	0.26	0.53	0.15	0	0	0.04	0.08	0.04	0	0.15	0.23	0.15	0.05	0.1	0.34	0	0.06	0
GRMZM2G700923	0.15	0	0	0.07	0	0.13	0.42	0.8	1.15	2.88	1.9	3.65	1.39	5.7	9.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.15	0.16	0.22	1.69	5.81	6.37	6.18	7.09	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM5G818232	0.71	0	0.32	0.13	1.95	0.24	1.51	0.21	1.76	0.87	0.46	1.16	0.45	1.69	1.67	0.75	0.45	0.18	0.34	0.43	0.18	0.64	0.25	0.28	0.42	0	0	0.22	0.23	0.34	1.13	0	0	0	0	0	0	0	0.32	1.11	0.36	0.57	0.93	1.33	0	0.11	0.37	0	1.26	0.23	2.02	0.35	1.74	0	0	0	0	0	0	0	0.28	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM5G827575	30.25	37.36	30.19	33.45	29.4	28.25	37.46	40.71	40	46.82	42.49	43.93	59.04	59.28	69.33	31.14	33.33	19.34	17.24	12.72	12.91	11.1	11.5	8.78	9.61	6.46	10.33	10.75	15.71	19.22	23.02	42.79	49.35	38.84	41.02	53.26	67.46	50.03	27.73	27.83	19.32	19.67	17.24	13.77	16.72	13.92	17.49	19.57	23.81	39.23	34.52	32.8	35.77	7.75	8.52	9.3	6.22	7.93	9.14	6.96	9.3	7.7	17.66	14.59	5.73	13.08	9.17	14.53	14.79	10.39	17.52	14.23	9.23	9.26	42.75	15.02	17.86	11.46
