GeneID	Em10	Em12	Em14	Em16	Em18	Em20	Em22	Em24	Em26	Em28	Em30	Em32	Em34	Em36	Em38	En6	En8	En10	En12	En14	En16	En18	En20	En22	En24	En26	En28	En30	En32	En34	En36	En38	S0	S2	S3	S4	S6	S8	S10	S12	S14	S16	S18	S20	S22	S24	S26	S28	S30	S32	S34	S36	S38	Shoots	Roots	Leaf_1	Leaf_2	Leaf_3	Leaf_4	Leaf_5	Leaf_6	Leaf_7	SAM_1	SAM_2	SAM_3	Ear_1	Ear_2	Tassel_1	Tassel_2	Tassel_3	Tassel_4	Tassel_5	Cob_1	Cob_2	Silk	Anthers	Ovule	Pollen
GRMZM2G141834	0.03	0.72	0.04	1.11	1	1.57	0.25	0.06	0.18	0.11	2.73	0.37	0.35	0.07	0.13	0.07	0	0.07	0	0.02	0.06	0.08	0	0.03	0	0	0.06	0.13	0.17	0.09	0.1	0.3	0.06	0.07	0	0.39	0	0.04	0	0.05	0	0.12	0.14	0.08	0.86	0.07	0.13	0.09	0.13	2.32	0.22	0.16	0.07	0.03	0.02	0	0	0	0	0	0.05	0.01	0.03	0.05	0	0.02	0.03	0.04	0.05	0.17	0.1	0.03	0	0.02	0	0.01	0.04	0.01
GRMZM2G545336	0.59	0.15	1.62	0.46	1.39	0.97	0.48	2.18	0.67	0.64	0.82	0.8	0.3	1.11	0.5	0.21	0.12	0.25	0.16	0.24	0.23	0.45	0.1	0.08	0.03	0	0.05	0.21	0	0.14	0	0.3	1.16	2.69	1.81	1.47	1.84	0.64	0.56	0.03	0.19	0.46	0.42	0.34	1.7	0.17	0.35	0.3	0.39	0.42	0.3	0.14	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.09	0	0
GRMZM2G155816	3.17	4.42	4.25	1.84	2.14	3.67	3.01	1.26	0.93	0.37	1.56	2.88	2.75	3.68	7.6	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0	0	0.04	0	0	0	0.09	0.12	0.08	0.11	0.05	0.07	0.18	0.35	0.71	1.88	2.77	3.54	1.42	1.94	0.05	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0	0
GRMZM2G506602	4.23	1.45	1.03	2.52	0	2.13	1.96	2.49	0.5	3.2	1.63	2.62	1.73	6.55	1.43	0.78	1.44	0.94	0.5	0.74	0.59	1.01	1.48	1.96	0.82	0.45	1.35	0.85	0.3	2.18	0.49	1.06	2.22	5.65	2.84	2.37	2.32	1.81	3.66	2.23	0.54	2.43	1.63	3.59	6.55	0.58	2.96	4.43	2.24	4.07	5.92	6.34	5.1	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G123544	86.05	107.95	144.26	99.61	70.32	79.1	79.83	81.33	68.46	60.47	92.31	117.24	92.91	123.04	101.41	2.61	2.49	2.85	3.45	4.21	4.84	5.08	5.47	4.67	7.62	9.98	11.39	9.94	16.54	20.48	15.11	10.52	10.5	9.07	8.34	7.25	5.95	3.43	4.54	9.09	8.36	11.92	14.27	15.69	13.97	16.31	20.78	49.76	91.06	131.21	139.52	115.92	133.6	4.27	6.21	2.43	1.7	2.01	0.53	1.04	3.61	3.29	4.42	3.89	0.8	5.16	4.56	6.19	5.71	5.41	2.29	2.59	8.68	5.8	4.91	11.52	9.82	12.41
GRMZM5G826577	7.6	0.4	11.72	5.06	0.56	1.69	4.48	1.24	0.28	1.05	11.41	5.23	5.8	9.75	11.8	0	0	3.15	0.84	1.65	0.26	0	0.37	0	0.77	0	0	0	0	0	0.27	0	5.52	3.57	1.73	0.17	0	0	4.09	3.73	0.65	0.87	1.51	1.63	5.95	0.24	1.49	2.18	2.05	5.89	0.53	5.05	3.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G070575	0	0.15	0.02	0.12	0.99	1.18	0.68	0.78	0.37	1.21	1.53	3.33	1.54	0.53	0.74	0	0	0.02	0	0.02	0.05	0	0	0.06	0.06	0.04	0.06	0.09	0	0.09	0.16	0.15	0	0	0	0	0.01	0.02	0	0	0	0	0.23	0.21	0.04	0.08	0.34	0.2	0.24	0.47	0.55	0.21	0.13	0.01	0	0.02	0	0.01	0	0.02	0	0.02	0	0	0.17	0	0	0	0	0	0	0.02	0	0	0.02	0.01	0	0
GRMZM2G131784	0.94	0.85	1.86	0.72	1.97	2.09	1.48	2.61	0.79	2.07	2.38	3.5	1.25	2.37	1.69	2.75	2.09	1.08	0.64	0.52	0.37	0.59	0.29	0.52	0.56	0.26	0.53	0.2	0.38	0	0.19	0.41	0.77	2.51	2.13	1.86	0.59	1.06	1	0.5	0.54	0.98	0.96	1.01	0.67	0.68	0.28	0.73	0.72	1.95	1.02	1.33	0.8	0.05	0.03	0	0	0	0	0	0.07	0	0.04	0.04	0.17	0	0	0.08	0.04	0.04	0	0	0	0	0	0	0	0
GRMZM2G104074	10.22	8.93	10.18	7.34	7.19	4.78	3.18	2.57	1.98	3.97	3.03	3.31	2.96	3.54	2.59	0	0.09	0	0	0	0.06	0	0	0	0	0	0	0.04	0	0	0	0.11	0	0	0	0	0	0.07	0.06	0.03	0.21	0.53	0.61	0.59	0.61	0.51	0.17	0.84	1.86	1.45	1.71	1.75	2.09	0.02	0.33	0	0	0	0	0	0	0	0	0	0	0.03	0	0.12	0.15	0.2	0	0	0	0	0	0	0	0
GRMZM2G030139	79.18	91.81	81.81	59.2	39.81	33.59	17.81	18.3	12.69	10.44	13.5	13.37	10	9.63	11.08	10.73	10.28	3.33	2.7	2.91	1.85	2.63	2.25	1.82	3.05	5.39	6.14	4.73	7.06	8.36	9.56	9.41	13.6	10.34	13.27	11.56	15.89	11.33	6.16	6.72	5.87	7.55	6.07	6.64	6.43	5.09	7.01	9.08	12.15	14	12.2	13.21	11.87	12.31	4.41	3.85	12.03	12.62	7.83	15.47	8.66	8.34	8.87	9.98	2.3	8.11	4.28	6.58	7.16	6.93	8.02	8.8	7.86	8.84	3.62	4.86	8.2	1.03
GRMZM2G094705	22.94	19.42	21.37	20.23	16.81	12.86	12.23	14.83	13.35	9.98	14.61	13.44	20.22	14.23	17.85	9.45	8.96	8.14	4.78	4.51	8.35	6.72	7.17	5.6	5.69	3.97	5.57	4.46	6.43	7.56	7.19	13.17	9.43	6.29	7.74	6.08	8.25	11.13	9.16	6.61	4.27	6.63	6.99	7.56	7.27	5.94	7.97	8.99	9.34	15.44	11.86	17.25	15.63	0.95	1.78	0.99	0.46	0.85	1.26	1.94	1.64	1.64	4.26	4.47	1.06	2.78	1.56	1.9	2.46	1.46	7.81	5.23	2.56	2.2	1.36	3.2	2.28	2.31
GRMZM2G472234	56.44	36.78	42.69	25.37	13.63	16.59	14.47	15.12	7.85	11.65	8.53	8.99	10	7.78	6.29	0.09	0.09	0.06	0.01	0	0.08	0.06	0.03	0.38	0.17	0	0.22	0.28	0.56	0.78	1.59	1.26	0	0.05	0.08	0.02	0	0.25	1.26	1.22	1.08	1.65	2.43	1.63	0.83	1.64	1.31	3	6.23	5.28	12.79	7.11	8.15	0	0	0	0	0	0	0	0	0	0.06	0	0.21	0.04	0	0	0	0	0	0	0	0	0.12	0	0	0
GRMZM5G812170	1.48	4.76	18.72	8.14	4.35	3.51	0.91	0.53	0.08	1.93	3.09	2.77	2.38	3.02	0.35	0	0	0.08	0.05	0	0	0.2	0	0	0.07	0.29	0.22	0.41	0	1.33	0.08	0	0	0	0	0	0	0	0	0.2	0.05	0.69	0.98	0.66	0.78	1.18	1.38	2.62	10.4	1.94	6.16	1.45	0.07	0.04	0.04	0	0	0	0	0.08	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0.16	0	0	0	0
GRMZM5G852502	889.94	1165.72	1280.57	1075.81	604.96	575.56	379.57	265.9	194.6	333.61	291.06	209.24	125.04	87.58	97.58	121.09	100.25	127.42	162.36	130.15	115	122.29	120.25	128.86	169.24	135.91	161.41	130.55	123.64	143.05	74.78	28.59	32.33	30.68	28.42	25.65	27.7	80.67	156.93	160.66	174.53	182.85	208.39	192.88	135.09	148.86	188.99	154.45	92.86	69.75	104.6	128.11	77.38	77.22	17.18	55.62	116.87	183.03	228.69	147.96	41.79	44.07	30.16	31.3	6.43	30.58	27.03	31.5	33.13	27.45	27.49	31.38	21.48	20.61	10.01	22.8	26.26	7.13
GRMZM2G005622	27.84	41	30.26	13.11	22.07	16.15	21.91	20.96	10.03	18.62	10.05	12.1	9.31	9.62	8.36	15.02	13.8	19.19	20.78	18.57	10.53	16.63	12.59	12.32	10.7	11.05	10.81	10.7	12.61	10.99	12	12.01	32.55	26.89	25.5	21.46	14.32	14.56	18.3	23.22	19.83	19.38	14.3	12.92	19.02	11.12	14.68	13.1	10.26	11.41	9.81	11.18	9.95	11.06	9.48	12.87	10.01	12.57	10.38	8.72	13.57	13.43	17.02	17.39	6.01	14.19	11.97	19.39	17.16	17.77	10.06	8.48	13.02	13.42	12.14	15.75	18.29	13.7
GRMZM2G011025	0.49	114.75	10.53	0.52	1.77	0.4	0.29	0	0	0	0	0	0.05	0.15	0	0	0	0	0.04	0	0	0	0	0	0	0	0.6	0	0.53	2.12	2.8	2.1	0	0	0	0.07	0	0	0.09	2.53	0.82	0.36	0	0.16	1.07	0.06	0	1.09	0.63	0.4	2.4	0.9	0.81	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.07	0.07
GRMZM2G013299	0	63.81	15.07	2.42	3.98	5.18	0.83	0.08	0	0.44	0	0	0.14	0	0	0	0	0	0.1	0	0.07	0	0	0	0	0.13	0.13	0	0.09	0	0	0.62	0.3	0.1	0.08	0	0	0	0	1.68	0.66	0.47	0.17	1.04	0	0.26	0	0.63	0.54	0.53	2.02	0.73	0.24	0	0.04	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0.1	0	0
GRMZM2G025133	1.2	2.21	0.17	0.75	0.2	0.25	0.03	0.45	0.1	0	0	0.31	0.09	0.34	0.37	1.19	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0.37	0.34	0.12	0.33	0.13	0	0	0	0	0	0.12	0	0	0.17	0.06	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G055549	1.37	23.32	13.15	17.88	7.25	3.32	2.34	1.82	2.81	4.16	0.88	0	0.23	1.51	0.47	0	0	0	0.11	0.06	0	0	0	0.04	0.06	0	0.1	0.06	0	0	0	0	0	0	0	0	0	0	0	0.14	0.74	0.54	0.89	1.04	0.96	0.76	0.29	0.16	0	0.1	0.05	0.3	0.54	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G067485	33.11	66.42	24.82	35.05	19.2	21.98	10.5	6.63	6.37	10.46	0.9	0.52	0.32	0	0	0	0	0	0.08	0	0	0.1	0	0.39	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	2.94	2.18	1.79	1.68	2.73	1.47	1.73	1.13	0.59	0.11	0.21	0.46	0	0.22	0	0	0	0	0	0	0.44	0.2	0.21	0	0.06	0	0	0	0.05	0	0.05	0	0	0	0	0	0	0	0
GRMZM2G154209	2.35	10.1	5.69	3.05	3.72	5.73	9.45	2.61	1.27	6.21	5.19	5.37	0.93	1.13	1.57	0.07	0.39	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0.1	0	0.21	0.17	0.51	0.08	0.25	7.43	0.84	0.39	1.25	0.41	0.25	2.07	0.31	0.34	0	1.4	0	0	0	0	0	0	0	0	0	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0.05
GRMZM2G171423	17.86	56.65	19.72	4.42	14.46	4.4	21.13	5.79	4.49	18.35	1.99	2.08	4.9	5.99	7.44	5.5	4.97	7.61	3.97	1.23	0.78	1.51	1.22	3.83	1.31	2.49	2.56	1.15	3.68	4.21	5.49	11.28	14.15	13.83	13.18	14.04	3.52	2.49	8.39	7.57	3.78	4.69	3.15	3.65	5.39	3.14	1.4	2.1	5.69	3.16	6.55	5	7.96	6.26	2.33	7.01	2.83	9.07	15.51	7.22	3.88	3.71	3.97	2.66	2.6	3.19	2.81	6.76	7.57	7.94	6.72	7.78	9.06	5.94	2.69	6.64	12.24	1.26
GRMZM2G475536	6.19	96.25	32.96	2.23	7.17	2.96	3.34	1.72	0.34	0.67	0.14	0.11	0.2	0.18	0.15	0	2.81	3.88	5.24	0.42	0	0	0	0.07	0	0	0.33	0.19	0.48	0.16	0.12	0.09	5.93	7.38	8.89	5.81	1.03	1.75	8.07	8.47	2.72	1.32	0.89	1.23	0.18	0.32	0.34	1.17	3.28	1.49	3.84	1.05	1.32	0.06	0.02	0	0	0.02	0.03	0	0.02	0.14	0.51	0.22	0	0.05	0.02	0.28	0.23	0.36	0	0	0.27	0.21	0.06	0.12	1.35	0.06
GRMZM2G478599	2.2	2.81	2.34	0.2	0.15	0.09	0	0	0.08	0	0	0	0	0	0	0.03	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.21	0.69	0.5	0	0	0.04	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0
GRMZM5G844030	0.64	2.31	0.27	0.22	0.65	1.88	0.63	0.22	0.08	0.79	0.12	0.3	0.21	0.25	0.18	0.12	0.52	0.35	0.2	0.04	0.05	0.05	0	0	0	0	0.04	0	0.12	0.31	0.1	0.28	1.55	0.72	1.01	8.44	0.73	0.24	0.73	0.05	0.06	0.08	0.08	0.12	0.24	0.09	0.18	0.11	0.24	0.21	0.73	0.41	0.26	0	0.01	0.05	0	0	0.05	0	0.05	0.02	0.04	0.04	0.72	0.13	0.04	0.04	0.11	0.15	0.02	0	0	0.02	0	0	0.02	0
GRMZM5G852325	0	1.98	0.56	0	1.38	0	0.77	0	0.46	1.03	0	0.34	0.32	0.46	0	0	0	0	0.88	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0.92	0	6.58	0	0	1.11	0	0.31	0	0.15	0.53	0	0	0.43	0.32	0	0	0	0	0	0	0	0	0	0.15	0	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G174834	87.54	210.12	153.46	127.89	71.25	78.26	28.92	16.83	5.5	12.16	7.62	3.56	2.71	0.67	1.95	29.82	12.97	4.05	5.07	3.79	1.23	1.9	0.82	1.4	1.19	3.69	0.65	1.42	0.53	0.63	0.33	0.55	0.32	4.67	7.22	6.93	4.83	3.82	18.04	7.2	7.35	11.9	7.76	12.04	6.93	6.42	19.72	8.06	2.87	2.09	1.98	0.9	2.37	0.93	5.38	1.02	1.84	0.42	0	0.3	0.5	0.49	0.14	0.11	0.48	0.52	0.68	0.12	0.19	0.19	1.83	1.49	0.49	0.31	0.21	0.44	0.23	0.22
GRMZM2G133398	58.47	50.37	38.33	50.1	45.52	31.64	36.45	28.9	30.34	34.11	19.38	18.65	23.68	26.22	25.6	2.9	1.8	0.86	0.51	0.16	0.27	1.18	0.59	1.27	1.08	2	3.2	2.15	7.78	9.66	20.07	35.8	0	0.01	0	0.06	0.43	1.34	2.05	2.62	2.73	4.04	6.09	8.15	6.77	5.01	4.58	6.66	26.14	22.34	27.16	19.61	40.12	0	0.02	0	0	0	0	0.02	0	0	0.05	0.02	0.14	0.05	0.05	0	0	0	0.67	0.16	0	0	0.08	0.01	0	0.05
GRMZM2G162481	26.36	35.91	37.54	37.73	32.55	24.44	15.44	7.61	4.31	9.74	7.38	5.71	3.65	2.68	3.6	0	0.03	0	0.02	0	0.04	0.14	0.02	0.56	0.28	0.05	0.4	0.07	0.16	0.38	0	0.56	0.28	0	0.06	0.07	0	0.25	0.22	0.94	1.01	2.77	4.55	4.31	3.05	2.49	2.82	3.17	2.44	3.08	1.67	0.74	1.48	0	0.15	0	0	0	0	0	0	0	0.07	0.08	0.05	0.05	0.02	0.02	0	0	0.08	0.06	0.09	0.15	0.06	0	0.05	0
GRMZM2G314064	32.93	95.6	89.91	85.8	62.19	46.22	51.79	35.11	35.09	57.74	51.6	35.25	26.12	32.29	31.04	0	0.08	0.07	0.15	0	0.45	0.08	0.19	0.68	1.13	0.13	2.72	0.42	0.58	1.48	1.37	1.61	0	0.05	0.08	0.11	0	0.04	0.87	1.34	2.45	5.01	7.17	7.11	6.64	7.04	12.18	22.99	25.96	22.83	13.75	12.94	9.64	0.22	1.37	0.04	0.05	0.02	0	0	0	0	0.17	0.03	0.19	0.03	0.03	0.03	0	0.03	0.07	0	0	0	0.11	0	0.02	0
GRMZM2G308034	3.42	5	6.45	8.71	3.47	2.25	0.87	0.3	0.18	0.27	0.16	0	0.13	0	0	0	0.14	0	0.04	0	0	0	0	0.09	0	0	0	0	0.02	0.03	0	0	0	0.02	0	0.04	0	0	0.05	0.02	0.22	0.18	0.4	0.41	0	0.09	0	0.09	0.1	0.13	0.2	0	0.05	0.05	0.03	0.22	0	0	0	0	0.09	0.41	0.02	0	0	0	0	0	0.05	0	0.14	0.09	0	0.03	0	0	0.11	0.04
GRMZM2G093595	18.34	30.83	16.26	25.32	15.11	8.18	4.86	1.81	3.91	5.35	4.21	2.42	2.34	1.99	1.65	0.13	0	0.08	0.05	0.02	0	0.19	0.05	0.15	0	0	0.15	0.02	0.08	0.18	0	0	0	0	0	0.05	0	0.1	0.1	0.27	0.54	1.59	1.61	1.52	0.24	0.67	0.42	0.44	2.25	0.73	1.27	0.68	0.75	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.06	0.03	0.03	0.03	0.08	0	0.08	0	0.04	0	0	0
GRMZM2G088413	7.4	9.72	12.27	15.34	11.45	8.04	6.37	6.07	4.17	3.84	5.13	1.61	3.66	5.1	2.81	0.29	0	0.15	0.04	0	0.2	0	0	0.31	0.16	0	0.1	0	0	0	0	0	0.26	0.47	1	0.7	0	0.13	0.7	0.07	0.4	0.74	0.98	1.11	1.04	0.82	1.62	1.6	0.53	1.56	0.82	1.9	2.89	0.08	0.25	0.17	0.07	0	0.1	0.06	0.27	0.2	0.2	0.14	0	0.23	0.12	0.33	0.36	0.4	0.34	0.26	0.37	0.53	0.1	0.07	0.33	0
GRMZM2G175955	3.07	2.23	1.64	3.53	2.45	1.01	0.2	0.14	0.32	0.29	0	0.05	0.03	0.17	0	0	0.15	0.06	0.04	0	0	0.13	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0.04	0	0	0.05	0	0.11	0.11	0.2	0.27	0.12	0	0.07	0	0	0.08	0.12	0	0	0	0	0.07	0	0	0	0	0	0.05	0	0	0.11	0	0.05	0	0	0	0	0	0	0.06	0	0	0.04	0
AC187217.4_FG004	3.3	2.88	3.69	9.02	6	0.6	0.26	0.55	0.5	0.37	0.88	0.75	0.46	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0.18	0.16	0.57	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC200057.4_FG006	0.1	0	0.51	2.58	0.83	1.42	0.62	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.07	0.2	1.07	0.16	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0.1	0	0	0	0.05	0.26	0.16	0.15	0	0	0	0.07	0	0	0	0
GRMZM2G010745	18.21	23.94	29.2	26.85	29.86	17.76	10.47	6.95	4.86	6.63	5.93	8.33	8.22	7.29	7.06	4.64	6	4.69	1.7	1.19	1.93	2.17	3.3	1.16	1.22	0.84	1.55	1	1.3	1.97	1.74	5.43	8.18	8.06	5.25	3.39	2.46	4.24	3.27	2.3	1.72	4.64	3.94	3.75	1.92	1.68	1.6	1.91	3.91	6.99	4.96	4.86	5.91	0.96	0.54	1.25	1.04	1.69	2.24	1.79	3.24	3.42	1.14	1.66	0.59	1.29	0.84	1.38	1.39	1.67	7.69	5.36	2.26	2.67	2.73	2.31	5.07	1.5
GRMZM2G038922	22.6	26.61	23.85	22.97	17.1	18.75	13.31	9.53	9.5	11.31	7.36	8.79	8.81	9.81	7.38	5.22	5.17	3.63	1.89	1.78	1.63	1.47	1.15	1.88	1.52	1.71	1.38	1.21	2.78	4	5.73	7.21	4.93	5.7	5.94	4	5.12	4.3	4.58	2.66	3.14	3.78	4.5	4.51	2.71	3.02	2.72	3.69	4.73	9.45	7.37	6.68	6.47	8.06	2.39	6.84	15.09	7.21	6.9	7.46	5.82	6.61	4.13	4.08	2.92	4.11	3.03	4.55	4.63	3.51	5.94	4.98	5.68	5.33	3.32	5.23	7.13	3.61
GRMZM2G055641	1.34	3.43	2.21	3.97	1.35	1.26	0.43	0.27	0.55	0.69	0.07	0.37	0.62	0	0	0.14	0	0.03	0.02	0.12	0.09	0.22	0	0.09	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0.17	0.23	0.5	0.35	0	0.07	0	0.13	0.4	0.07	0.23	0	1.09	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0.06	0	0	0.07	0
GRMZM2G057173	1.91	10.29	10.36	32.39	10.56	9.54	2.17	0.81	0.74	2.05	2.68	0.15	0.06	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.04	0	0	0	0	0	0	0	0	0	0	0	0.17	0.54	1.73	1.93	1.62	0.19	0.64	1.24	0.28	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0	1.1	0.52	0	0.07	0	0	0	0
GRMZM2G061303	1.84	9.87	12.8	8.08	6.68	5.42	2.79	1.86	1.74	4.69	4.19	4.72	4.96	4.8	2.33	0	0	0.01	0.02	0.01	0	0.08	0.07	0.04	0.09	0.74	0.35	0.41	0.31	0.9	0.13	0.2	0	0.03	0	0	0	0.03	0	1.1	0.34	0.78	1.21	2.29	2.18	1.26	2.33	2.21	15.4	2.12	9.5	2.4	1.03	0.06	0.21	0.13	0	0.02	0.02	0.16	0	0	0	0.05	0	0.05	0	0	0	0	0	0.08	0	0.36	0.22	0.03	0.06	0
GRMZM2G086541	5.17	6.79	5.3	6.04	4.56	5.27	3.27	2.09	1.34	1.93	0.72	0.91	0.9	1.17	2.07	0.05	0	0.03	0.04	0	0.03	0.09	0.02	0.02	0.05	0	0	0.02	0	0	0	0	0	0	0	0	0.16	0.07	0	0.11	0.13	0.47	0.38	0.49	0.34	0.12	0.17	0.4	0.19	1.14	0.98	0.56	1.11	0.1	2.28	0	0	0	0	0	0	0	0	0	0.05	0.03	0	0.11	0.13	0.2	0	0	0	0	0	0	0	0
GRMZM2G102878	137.53	177.48	149.58	162.2	103.26	85.24	65.81	43.68	30.55	38.63	33.66	25.21	13.48	9.47	6.02	30.42	31.43	25.6	20.25	9.66	10.61	9.47	9.66	9.23	7.27	4.27	4.88	4.41	2.55	4.81	1.77	2.58	6	5.3	5.7	5.66	9.04	23.71	27.48	27.23	18.45	25.47	23.57	24.86	19.11	15.12	14.76	10.5	6.31	7.37	7.51	6.99	4.37	1.68	1.4	6.2	5.78	1.1	1.82	1.16	7.22	6.36	3.3	2.86	0.71	2.52	1.4	2.48	2.2	1.19	9.33	7.53	1.71	1.51	4.19	4.97	2.09	5.31
GRMZM2G103983	101.01	158.59	68.35	162.37	234.55	70.46	108.75	66.38	73.01	133.74	20.53	7.85	15.7	13.97	10.95	0.15	0	0.18	0.27	0.09	0.36	0.46	0.59	2.91	1.24	0.94	6.93	1.17	9.92	7.98	31.71	25.87	0	0.1	0	0.06	0	0	1.01	3.91	7.75	14.07	15.92	27.03	8.22	10.43	8.48	4.69	37.14	6.38	17.13	3.71	17.54	0.05	0.07	6.15	0.23	0.45	0.54	0.05	0	0	0.4	0.26	0	0.33	0.21	0.07	0.04	0.04	0.13	0.23	0.28	0.71	4.55	0.1	2.13	0
GRMZM2G157806	95.81	143.72	74.24	129.89	90.32	79.44	49.64	14.42	3.23	6.91	1.87	0.38	0.18	0.72	1.45	0.35	0.13	0.26	0.3	0.1	0.37	0.03	1.52	0.8	0.97	0	0.25	0.16	0.2	0.49	0	1.11	0	0	0	0.03	0.04	0.2	2.11	2.01	3.68	8.32	10.77	15.19	4.37	3.14	2.17	0.8	0.41	0.78	0.48	1.12	2.67	0.09	0.03	0	0	0.04	0.32	0.06	0.04	0	1.71	1.01	0	1.23	0.93	0.26	0.3	0.25	0	0	0.11	0	0.05	0	0	0
GRMZM2G309594	0.41	2.79	1.51	4.22	2.62	3.14	1.96	0.31	0.88	0.56	0.37	0.05	0.32	0.06	0.09	0	0.04	0	0	0	0	0	0	0	0.01	0	0.06	0.04	0	0.05	0	0	0	0	0	0	0	0	0.05	0.04	0.09	0.17	0.23	0.38	0	0.09	0.15	0	0.35	0	0.12	0	0.03	0	0	0	0.04	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM5G829476	3.8	13.54	7.72	30.87	27.36	20.14	13.87	4.27	4.46	7.48	0.94	0.3	0.21	0.19	0	0.09	0	0	0	0	0	0	0.07	0.53	0.03	0	0.05	0	0	0	0	0	0	0.11	0	0	0	0	0	0.14	0.84	2.19	3.74	6.16	0.77	0.65	0.3	0.04	0	0.24	0	0.15	0.05	0	0.21	0	0	0	0	0	0	0	0.13	0.15	0	0.1	0	0.09	0	0.08	0.05	0	0	0	0	0.88	0	0.07
GRMZM2G042920	87.17	139.08	196.02	212.04	199.33	174.98	140.18	122.53	111.68	147.29	109.47	117.31	110.9	58.91	70.91	0.04	0.43	0.33	0.2	0.04	0.98	0.67	0.36	4.5	2.55	1.9	5.48	1.52	0.53	4.31	2.25	4.06	0	0.34	0.72	0.06	0.15	0.17	1.28	2.85	5	11.96	19.93	25.02	11.91	19.03	20.73	25.3	50.62	57.56	63.67	32.94	38.69	0.09	1.6	0.09	0	0	0	0	0	0	0.28	0.12	0.23	0.08	0.14	0	0.1	0	1.82	1.67	0	0.09	0.79	0.12	0.03	0.03
GRMZM2G046583	40.19	53.86	54.81	41.32	59.48	35.34	19.24	18.49	10.14	15.12	19.24	16.31	9.47	8.03	8.31	19.84	26.92	19.25	21.12	15.25	24.64	33.19	22.12	16.07	23.59	15.5	19.68	17.13	16.21	19.59	9.43	3.31	14.1	24.62	22.83	25.07	36.75	31.25	28.49	19.85	18.13	32.75	24.83	25.37	24.92	18.11	23.85	19.06	14.81	13.11	9.57	14.06	8.25	3.29	4.29	5.19	7.54	2.26	1.99	2.82	9.65	10.07	6.63	7.41	1.72	3.56	1.93	4.1	4.59	2.56	5.96	5.83	2.28	2.67	5.99	4.81	3.12	1.78
GRMZM2G065259	0.66	2.16	1.31	1.94	0.8	2.9	2.11	0.44	0.1	0.6	0.41	0	0.18	0.13	0	0	0	0	0	0	0	0	0	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.07	0.1	0.25	0	0.23	0	0	0.16	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
